housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
43,2021,379,1051,352,3.3836,129900
41,896,198,605,168,2.2778,128100
32,1815,488,1715,475,1.7244,111200
40,1935,461,1616,433,2.875,120200
34,1799,362,1293,355,3.692,145200
34,1374,240,906,248,5.3292,155500
23,2503,532,1735,505,2.7368,162800
28,1501,446,1028,418,2.3043,177500
42,1273,309,1203,348,4.4636,162000
32,2355,583,1605,571,4.2171,218200
32,2307,493,1754,528,4.317,232800
27,2082,612,2009,548,2.9063,184100
21,4946,1231,3186,1167,3.3281,237000
32,1700,340,864,317,4.381,238700
10,1391,420,1378,377,1.9049,222200
34,2617,558,1396,515,5.061,218000
23,3626,799,2321,731,4.7393,237900
11,2274,617,1897,622,3.5094,162900
21,4383,901,2689,913,3.4375,218800
19,7023,1538,3993,1412,5.0532,218200
21,9944,1623,4185,1582,4.526,329400
16,1867,571,951,498,3.3427,154200
10,3708,1016,2855,948,2,165400
52,1438,472,1018,399,2.2188,306700
41,1382,361,905,344,2.75,238300
30,2074,533,1311,531,2.0329,225800
29,1503,411,1368,390,2.1473,195300
43,1854,519,1151,486,2.5759,225000
30,3161,813,1865,771,2.7139,231700
21,2492,711,1699,672,2.1382,242300
39,2651,590,1103,508,3.274,254300
25,2469,584,1253,535,3.1932,257500
21,1568,452,801,422,3.5109,225000
40,1933,475,902,412,4.25,332800
40,1644,471,780,416,3.1071,464300
36,3135,746,1815,697,3.7596,300000
22,3480,673,1541,636,2.75,94500
40,1065,214,605,183,4.1964,185900
28,1643,489,1142,458,3.1607,200600
36,1300,304,688,261,3.1523,176700
52,2962,468,1364,466,4.9042,343500
51,1502,243,586,231,4.375,332400
14,3615,913,1924,852,3.5083,280900
5,5492,1549,2997,1405,3.3205,172100
13,7174,1997,4293,1872,3.0973,251900
37,350,115,342,111,3.0687,200000
30,48,14,74,16,5.0056,162500
17,4041,1169,3309,1117,2.6016,222400
16,1353,398,1211,357,3.1551,205000
40,1875,460,869,438,3.2321,243600
35,3213,874,2401,819,2.8342,256800
52,3136,675,1213,606,3.5806,391900
52,1954,245,645,237,6.9391,500001
25,1590,218,568,206,8.4389,500001
38,2067,914,2717,853,1.7641,250000
37,5305,1980,3895,1874,2.0672,283300
36,2284,899,1964,839,1.9297,203300
35,7517,2961,5899,2769,1.9354,340000
25,3926,1715,4865,1612,1.6112,262500
40,3058,1215,3953,1223,1.8156,218800
36,2332,993,3155,927,2.2612,230400
32,2202,674,2178,635,2.0307,226700
29,3245,1190,3906,1102,2.1927,253300
25,2345,852,2860,862,1.4497,205600
36,1276,503,1502,450,2.1766,205600
34,2501,1047,3326,970,1.8771,247500
34,1562,651,1774,559,1.5685,225000
32,2880,1063,3646,1028,2.3846,258300
46,5677,2610,7443,2406,1.8238,237500
36,2657,738,2274,723,3.425,281700
31,1489,664,1793,556,2.4348,230600
28,5221,2530,5840,2374,1.8829,300000
26,2107,757,2660,740,2.3375,282300
18,3759,1621,3296,1462,2.2708,175000
43,1366,740,942,672,1.6953,150000
33,2437,1283,3906,1084,2.0332,270000
23,2512,1203,3720,1118,1.7896,322200
21,3960,1490,3468,1335,1.8214,475000
20,1782,896,1749,823,2.2094,75000
46,1386,457,1845,485,2.1414,157700
44,1612,650,2028,593,1.9152,115600
42,1476,610,1605,545,1.721,214300
39,993,506,1765,464,1.2786,121900
36,1723,569,1664,501,1.9323,161100
34,1453,588,1987,589,2.096,187500
50,1757,522,2080,488,1.7225,180000
37,1470,399,1579,390,2.006,150000
35,1090,345,1605,330,2.1518,152800
24,2092,585,1757,538,1.7109,175000
47,2241,559,1775,504,2.1571,147900
41,1653,426,1868,393,1.78,162500
40,1695,374,1138,357,2.7125,150000
37,2781,766,2586,729,1.8564,187500
42,2386,670,2327,661,1.6699,108000
34,3184,772,2474,705,1.631,137500
31,1933,478,1522,423,1.5781,119300
48,4217,1095,3298,949,1.9152,122300
35,1147,290,818,281,1.7961,111700
52,1743,421,1206,384,1.6875,116000
52,1718,354,1026,312,2,128000
52,1686,377,982,356,2.0958,116400
52,1420,355,1080,353,1.5179,116100
52,1296,246,853,238,3.05,111600
47,2637,588,1903,521,1.8317,96500
47,2212,533,1903,554,1.9853,101100
45,1701,452,1484,427,1.84,91400
44,1458,326,1159,283,1.1645,98200
43,1534,384,1231,329,2.5437,94500
48,2010,445,1208,404,1.6611,95800
44,1597,388,902,321,1.9556,93300
50,2270,451,1000,412,2.1221,119400
44,1521,289,1074,285,2.0673,99800
47,2112,417,1161,368,3.9722,117400
39,2802,618,1524,529,2.6518,136300
50,1843,326,892,314,3.1346,120000
41,2057,550,1805,506,1.2455,100800
35,1182,305,977,283,1.5898,94000
27,1774,444,1622,402,2.2031,96900
36,3504,862,2521,836,2.5679,114900
40,2434,477,1646,453,3.2024,128000
36,2196,633,2017,583,1.3962,124300
35,1300,356,1216,326,1.2,99200
29,2228,396,1140,352,3.7969,169400
34,2053,382,1258,380,3.0139,154700
30,1842,476,1491,420,3.0147,155100
29,2617,668,1868,647,3.6,208800
27,3267,762,2099,647,3.4,224100
19,2421,689,1726,660,3.287,181400
13,2455,661,1975,618,2.9559,173600
37,2132,565,1369,565,3.285,218100
30,2756,858,1806,787,3.0329,207800
35,3227,749,1881,696,2.8445,242100
30,1348,333,885,322,3.2574,195300
26,1221,312,807,330,4.0536,253600
27,3144,722,1510,680,3.1597,214700
35,2016,365,1083,369,5.1727,230200
35,1511,274,853,308,4.9792,251300
38,123,36,142,40,2.3942,200000
37,1241,226,621,255,4.9196,232400
36,1428,268,825,250,4.7222,239600
33,2716,660,1807,661,3.5473,226300
31,2693,661,1598,618,3.1851,240200
35,1499,340,1141,326,2.6136,213600
26,2080,560,2096,506,2.8106,184400
25,2659,765,2629,726,2.6368,175900
8,1115,412,1472,396,3.1392,146200
27,2790,513,1498,519,5.3106,268300
9,2782,884,1790,748,2.9154,203300
35,2793,686,2255,682,3.0057,235300
21,1068,283,1180,274,2.5,157500
13,3569,924,2159,880,3.163,224200
35,2572,504,1172,519,4.6207,304100
18,3821,795,2831,769,2.9571,346200
18,9659,1716,4336,1674,5.7764,290500
48,1958,386,1098,380,4.625,273400
42,967,175,481,163,5.6611,265600
19,2356,440,1291,418,4.2308,416100
47,2223,410,1163,413,4.4671,270800
28,1065,215,887,217,3.9375,270500
23,3075,860,1584,806,2.9386,260500
40,2582,606,1304,588,3.5694,276400
35,2790,447,1167,441,6.2028,361500
28,2647,658,1459,595,3.4474,253400
28,2510,583,1388,554,3.3397,267800
35,2563,530,861,371,2.325,80600
18,2327,642,799,335,1.8419,92300
34,3258,610,1810,633,5.1145,219900
35,1446,274,759,291,6.0808,215600
38,2264,460,1124,388,4.2685,189600
36,1882,453,1005,409,3.8,217100
34,1797,363,948,363,4.1339,187300
27,7714,1132,3199,1100,7.1262,446200
36,1692,263,778,278,5.0865,349600
42,724,149,420,150,3.0625,361700
27,4713,1169,2372,1077,3.7015,287900
11,3112,890,1700,851,3.1587,181300
24,2910,917,2522,873,2.4074,219400
12,3188,931,2118,850,3.1823,218300
38,2347,665,1317,547,3.2112,349300
37,2144,446,860,435,3.9464,315000
40,2822,443,907,414,7.2692,498700
39,3895,561,1271,536,8.0073,500001
52,1875,303,735,293,5.8659,433300
40,4984,2158,4828,2028,1.6903,350000
36,2288,1033,3030,890,1.5328,250000
34,399,141,482,134,1.625,67500
42,1951,846,2500,813,1.5195,218200
37,773,314,835,312,1.8576,193800
34,2065,839,2626,775,1.8214,211100
30,3165,1263,3678,1141,2,240600
28,720,267,891,265,1.8977,100000
49,2549,630,1539,594,2.6218,350900
31,2275,823,2189,720,1.7542,287500
30,1390,457,1460,423,2.2422,254500
27,1514,510,1603,518,2.8971,251100
26,1609,534,1868,497,2.7038,227100
23,1443,521,1264,450,2.7543,220000
28,2362,949,2759,894,2.2364,305600
26,5062,2055,4533,1822,2.3105,166700
20,3264,1248,2919,1191,2.3674,500001
52,2124,756,1920,756,2.1435,328900
34,2470,1197,2326,1055,1.9038,325000
34,1848,667,1351,589,2.0547,410000
31,2827,1084,3107,993,2.0278,360000
30,3110,1269,2535,1218,1.6987,412500
24,1336,453,1268,426,2.8202,500001
14,1559,646,1639,567,1.9949,380000
42,443,223,582,223,2.2937,350000
38,1864,515,1768,439,1.9336,190600
35,2007,571,1513,554,2.1162,229200
26,1809,640,2543,640,2.3536,500000
52,1277,285,954,334,2.5833,234600
37,2338,686,2376,630,1.767,170300
33,2691,726,2390,681,2.4048,208300
29,2038,578,2070,570,2.0658,214600
52,1902,406,1233,385,2.8295,132200
47,1315,247,785,245,1.23,138400
46,2173,510,1343,476,2.025,135500
34,2041,517,1479,495,2.1173,156600
29,2438,867,2114,753,0.8351,150000
52,1832,441,1186,420,1.2434,98400
52,1173,284,814,295,2.45,111400
46,1976,469,1409,431,2.2981,112100
44,1555,324,931,265,1.4712,105800
43,2255,533,1568,470,1.6955,115200
41,1046,216,727,201,1.6667,116900
23,1703,397,1333,361,1.3187,127100
52,1793,350,1303,366,3.0759,123700
50,1463,354,912,293,1.7386,109400
48,2544,532,1357,498,2.5263,121000
39,2073,566,1246,547,2.0417,117100
52,2709,642,1751,613,2.1116,122500
52,1630,379,1413,405,1.933,120000
52,1542,309,939,276,1.6892,129100
47,1551,362,1329,322,1.9792,116400
49,857,196,694,228,2.895,108000
47,1525,359,982,333,2.0915,126600
45,1489,339,791,316,2.2339,104800
44,1703,358,789,249,1.7083,100000
52,1975,379,1043,371,2.3977,112200
52,1837,426,1062,343,2,96500
52,1607,331,900,295,3.5982,96600
50,1985,454,1090,410,1.825,106600
44,222,54,234,77,5.1136,111700
52,1629,277,819,288,3.725,142600
52,1595,325,823,302,3.2188,124200
48,1541,314,819,312,3.0917,136100
47,2066,422,1156,380,2.7917,125800
52,2523,460,1167,413,3.0625,127400
47,2005,392,1134,415,3.7143,140300
47,1586,322,1077,339,4.4861,140400
46,1686,303,870,320,3.4643,136300
43,2149,493,1316,462,1.528,131800
43,2118,569,1266,500,1.747,121000
44,2490,430,1305,411,4.8295,149600
44,1558,333,1095,316,4.0043,133500
43,1823,358,1065,342,3.2708,131000
44,1854,367,976,335,3.6583,126700
41,1353,286,751,250,2.7401,131700
40,1917,438,1021,383,2.2448,175000
40,1550,278,798,270,3.775,153800
40,1323,243,684,229,3.2206,145800
43,1834,292,997,295,4.9464,150300
37,1282,244,852,249,4.2917,127900
35,1580,266,926,282,5.0653,158000
35,1307,246,672,219,4.8456,146400
36,961,173,625,179,4.2596,181100
31,1415,339,874,289,3.8173,177900
38,1400,399,1131,405,3.5417,198400
30,2407,581,1724,531,3.4792,194700
28,1576,400,891,378,2.6312,171300
37,2278,508,1257,498,3.7639,220600
33,2147,505,1371,498,2.4219,260700
32,2421,671,1491,587,3.5644,242300
21,1490,430,686,400,2.3812,237500
29,2243,361,1051,352,6.6632,325200
52,1819,464,1068,424,3.625,270700
5,3559,869,2965,794,2.6491,216700
50,696,311,382,234,2.775,225000
45,2929,755,1635,652,2.9375,273000
39,2198,425,1160,436,4.1406,323700
35,3462,814,1902,700,3.402,279900
26,2345,408,1195,377,5.4925,361700
30,1773,356,905,352,4.3056,336000
23,3942,748,1679,711,4.1169,362600
31,4464,991,2420,947,4.0425,277900
29,2795,572,1469,557,3.7167,308900
38,1601,352,711,304,3.3958,250000
35,2290,563,1374,530,3.2472,254700
30,4573,819,2411,819,3.5804,383800
26,4486,709,1873,719,6.5704,414700
36,2715,474,1303,457,4.6042,357300
34,2338,393,1031,373,6.287,396400
36,2464,472,1111,457,4.5074,350000
22,5042,974,2260,935,4.3472,351200
52,1665,280,656,282,5.249,351900
52,1642,287,692,288,4.1812,321500
36,1725,295,799,306,5.0874,368500
33,2265,366,986,388,5.4533,409800
42,1297,246,611,242,5.3074,401900
31,1398,273,884,299,4.8409,264900
32,3690,791,1804,715,4.4875,222700
36,759,136,372,135,4.9886,328900
36,1978,337,834,311,3.9866,294400
29,2209,444,952,403,4.375,341200
37,589,119,375,122,3.3897,222700
37,1519,331,613,315,3.0179,272500
37,1335,249,485,240,4.1731,352100
49,192,41,83,38,3.0179,118800
44,1594,389,832,340,3.4,212100
47,2589,465,1284,485,5.1008,247100
45,3448,690,1562,643,4.0648,258800
40,1868,356,799,403,2.9306,279300
39,1995,564,1202,544,3.5875,250000
49,1074,170,403,208,6.2547,366700
46,2345,453,1031,427,4.3173,278300
23,4574,1423,1624,995,4.0965,500001
34,1856,273,540,264,4.0833,500001
52,3410,800,1218,783,4.15,393500
42,2462,543,857,482,4.0833,434400
33,5135,1450,2404,1292,3.2462,435700
52,786,270,756,273,2.2311,206300
43,1615,734,1460,644,1.4005,193800
36,1655,690,1957,633,1.7325,221900
31,622,229,597,227,1.5284,200000
30,2193,965,2197,836,1.8277,137500
28,1759,716,1463,620,1.7306,450000
34,2473,1171,2655,1083,1.6331,162500
34,1478,675,1976,653,2.0557,225000
32,563,191,626,185,2.0341,250000
30,1871,766,2595,819,2.0044,212500
27,210,98,332,112,2.5556,175000
52,1164,257,575,251,3.125,380400
52,1137,304,754,297,3.37,330300
46,2038,534,1250,525,2.4196,358100
52,2980,366,967,359,11.2185,500001
52,2156,306,861,311,8.8062,500001
25,2740,707,1420,664,3.5909,404500
52,983,246,578,204,5.7393,500001
52,955,100,457,120,15.0001,500001
43,2808,584,1654,569,4.125,436800
36,3239,722,1383,612,4.5918,337000
50,1389,364,976,302,1.5882,327300
42,3343,1183,3480,1146,1.9923,250000
42,3292,713,2224,674,3.5517,291500
47,1989,532,1430,519,1.8333,151100
44,1008,223,544,223,2.8654,176800
42,1766,404,1117,367,2.0259,168800
39,1294,330,1140,313,2.2554,165000
50,1845,349,1109,335,2.8971,127800
47,1734,453,1272,438,3.1731,121500
47,1082,198,455,193,3.0132,223200
35,3189,935,2221,801,2.1046,114000
31,2206,501,1194,435,1.9531,227800
52,2511,587,1660,546,2.6098,127100
51,2010,460,1355,433,2.0304,133400
50,1655,256,672,260,4.2554,194300
48,1949,308,823,340,3.3906,189700
47,1648,346,1120,338,2.0042,114200
52,3104,645,1498,581,2.6667,128000
47,1745,371,1079,368,2.4022,123400
44,4032,913,1622,848,2.4934,165800
50,2189,460,1097,469,2.4583,120900
49,1407,269,889,283,1.9779,114200
48,1260,284,791,280,2.1875,115200
43,2028,479,1074,394,2.5909,98700
43,1257,232,735,232,3.7167,108900
49,1993,446,1052,394,2.2138,119800
49,1412,333,901,328,1.7067,118600
47,949,210,574,217,2.175,114700
47,1528,331,864,308,1.9732,101000
46,1611,339,921,314,3.0833,103300
44,1448,314,861,310,2.2396,108600
40,1298,277,791,255,3.2344,104300
52,1590,302,844,295,2.7139,164900
47,1885,361,954,357,3.8512,171300
47,1453,247,721,276,5.5176,191000
47,1297,292,704,264,3.3214,166500
44,2131,360,1040,330,5.0912,169800
44,2023,325,992,326,4.6667,175600
43,3819,708,1505,712,3.1719,183500
37,2740,504,1468,479,4.5368,168800
37,1487,296,863,291,3.1563,186200
36,1722,280,830,261,4.0536,189000
36,1153,224,639,226,4,192000
35,1281,219,710,184,4.8304,152800
35,940,197,640,215,4.2,181300
35,881,159,605,170,3.6654,184500
34,1068,198,757,231,5.7528,180500
33,1729,396,1073,344,4.2083,180500
37,1664,401,1316,409,3.0526,216400
36,1741,412,1245,423,4.1344,210300
36,1520,300,831,291,4.0473,212100
35,3189,680,1882,651,3.6625,188000
45,1928,453,1323,458,4.2813,210100
44,1300,252,695,249,5.1669,220600
34,2675,560,1270,492,4.5053,242000
37,1402,254,722,251,6.4781,269000
35,1818,339,828,319,4.3036,282100
34,1803,341,947,333,5.5538,280300
35,2380,404,1212,422,5.6254,283800
28,3763,762,1967,724,5.3244,271900
32,3485,678,1715,649,4.6563,291700
42,3146,770,1859,740,3.5073,234800
42,1486,420,897,377,1.6228,376100
51,2399,516,1160,514,3.8456,318900
19,3792,790,2105,834,5.2363,310000
25,2587,512,1219,509,4.4271,382100
22,2508,402,1254,395,7.0935,379500
28,2142,445,1140,422,4.8438,346200
27,2113,380,1109,360,4.7062,357000
29,4317,1037,2102,959,3.1275,286400
29,3254,717,1593,680,4.0536,285800
35,2924,658,1675,602,3.8287,279900
32,2381,467,1264,488,4.1477,315100
21,6638,1634,3240,1568,3.6797,271100
37,627,95,259,106,6.887,500001
37,1080,135,366,142,11.6677,500001
33,2996,398,1048,387,9.267,500001
24,6097,794,2248,806,10.1357,500001
25,1099,168,407,159,7.6886,500001
27,1675,521,744,331,2.1579,450000
52,996,264,341,160,2.7361,450000
52,2127,512,733,288,3.3906,300000
15,2966,669,1007,465,1.5667,72500
29,3034,732,1776,702,3.1349,230200
31,6434,1188,3540,1131,4.2639,293300
31,3190,489,1362,480,6.981,402900
43,2322,418,1106,433,4.3631,284600
43,1325,254,613,248,3.6071,289000
23,7179,1985,4757,1924,3.1051,206500
46,2115,463,1133,439,3.7344,222000
45,1505,347,799,319,3.138,217000
49,1969,377,977,367,3.8462,231300
48,2122,385,926,362,5.6975,231400
45,1552,315,785,316,3.7411,235500
48,2584,483,1118,459,4.2396,245100
44,1934,375,750,365,2.473,251800
44,2705,649,1676,654,3.4286,247900
37,2381,575,1235,499,3.7941,247800
23,1359,428,770,380,3.4016,234600
44,1321,303,471,301,4.2679,331800
39,493,168,259,138,2.3667,17500
23,1894,416,769,392,6.0352,500001
38,3495,1100,1939,994,2.2148,438300
48,1116,524,1610,483,1.625,237500
43,2732,1646,3049,1429,1.3157,333300
29,732,288,691,278,2.1866,250000
40,2004,687,1514,542,1.9911,220000
36,654,186,416,138,3.6953,200000
36,561,180,340,127,1.4375,165000
52,1777,454,671,439,3.5083,500001
50,2989,832,1345,775,3.2426,442900
52,2248,255,813,265,15.0001,500001
52,1841,240,693,218,15.0001,500001
48,2405,527,1868,502,3.375,257800
45,1707,519,1446,466,2.1736,171300
44,1574,390,1323,404,2.5284,226300
52,2545,401,1004,372,3.6373,420000
33,1806,444,1161,393,2.5927,161500
46,2312,625,1552,603,1.6429,125000
39,2840,826,1911,688,1.9018,137500
33,2314,624,1714,582,1.7377,183900
42,2043,378,869,416,3.5,181100
47,1320,259,653,291,3.7727,193000
44,2182,492,878,493,1.9631,181300
47,825,187,416,173,2.3333,133300
24,873,320,529,308,0.9304,151600
46,1582,315,777,286,3.2083,149600
44,1918,387,1041,364,2.8542,126500
43,2224,550,1598,545,2.8274,122500
30,3112,931,2739,841,1.6531,118500
47,1830,369,922,377,4.1635,156400
42,2084,517,1062,451,2.0057,198200
42,1686,361,737,319,2.3,189200
24,6513,1290,2636,1271,4.2099,189800
31,3757,1102,3288,964,1.9309,137500
38,694,112,412,119,6.0718,156000
37,4916,1134,3533,1035,3.2862,152300
37,1831,356,925,338,4.4091,148400
23,969,288,670,251,3.267,185400
8,10731,3335,7211,3028,2.455,192700
39,1224,312,1106,333,3.3491,181800
21,6603,1984,5546,1745,2.6091,163900
42,1816,338,897,306,5.1874,230800
39,1880,361,982,357,4.1953,226900
36,1271,346,811,345,3.2417,283300
30,1856,444,899,435,3.1505,270000
44,724,133,373,133,3.9167,265600
36,2219,406,1219,403,4.2614,267100
35,743,128,385,137,6.4891,278100
38,914,176,519,174,6.0335,255400
36,854,160,473,150,6.3992,259600
36,1364,251,668,245,5.3131,314100
5,13038,2679,5272,2523,5.5023,286400
26,5591,934,2824,939,6.5861,417800
25,6191,1081,2297,1023,6.4246,446700
41,2168,357,1171,374,4.7216,311900
52,2359,591,1100,431,2.8333,414700
10,2939,605,1167,446,2.3917,79000
11,7353,1482,3571,1308,2.8097,130000
37,1776,301,702,265,5.2661,314900
36,1834,316,864,309,4.7885,302200
41,2860,682,1516,621,3.0431,262900
48,814,165,490,176,3.1406,223100
47,1721,343,834,334,4.1923,231200
43,1029,252,613,255,2.6827,219900
41,1524,393,1176,375,2.875,192400
46,1393,301,714,295,2.8125,229900
45,3566,701,1601,653,3.8668,232000
45,1328,290,720,289,3.875,226900
52,1133,212,545,222,4.875,249500
49,3033,580,1284,561,4.1161,232500
46,1718,344,756,343,3.2125,247000
46,1396,294,608,246,3.692,244500
44,1717,391,848,353,3.6111,254500
25,6082,1763,2616,1644,3.6486,246900
40,3068,756,1190,695,3.5637,497400
16,1586,377,625,344,4.0893,450000
45,2375,417,751,410,6.6739,500001
40,5485,1242,2034,1133,3.6974,500001
29,3193,1452,2039,1265,1.8209,500001
28,2223,752,1271,684,2.5434,232100
24,1996,791,1215,672,1.5429,325000
52,1731,502,849,466,3.2946,321600
5,2665,954,1733,766,2.3568,204700
37,1442,501,998,503,2.4432,200000
52,2756,542,971,510,5.5871,500001
52,1721,195,688,196,15.0001,500001
52,1430,186,547,178,10.3661,500001
52,1421,163,495,167,10.586,500001
50,3457,854,1584,841,3.1078,346700
52,3175,1057,1594,997,3.1766,225000
52,2066,319,981,297,5.8632,450000
52,1621,284,588,272,6.2223,500001
52,2089,309,883,281,7.4574,500001
52,2069,417,826,377,3.5481,396000
52,1482,336,768,300,3.7167,327300
52,1314,170,629,214,7.1669,500001
52,1311,310,707,290,3.4812,432800
52,2530,458,1122,449,3.9167,321600
52,2194,504,997,438,2.6654,259400
50,2009,419,1130,402,3.1944,213500
41,2099,472,1369,465,2.7409,167100
39,975,292,723,285,2.2725,140600
42,2010,494,1203,427,1.9408,134600
42,1681,360,987,337,2.6,171400
40,2064,662,2140,617,2.2254,127100
37,1466,529,1835,500,1.7014,123200
35,2345,607,2042,565,2.5955,139700
49,1295,276,765,265,3.4306,130200
48,1426,331,784,356,1.6581,118800
47,1927,561,1349,508,1.3444,125000
50,1172,261,685,260,3.1442,130300
48,1614,320,684,318,4.2218,181000
44,2067,385,1046,441,3.5357,156900
44,1527,246,608,245,4.0357,187800
38,2318,735,1407,702,1.6187,266700
35,1359,359,655,341,2.5568,312500
49,2863,411,1108,406,5.8993,313300
49,2465,372,1018,359,4,296800
44,3183,513,1183,473,5.0407,314900
48,2225,433,1170,401,2.9643,140400
48,2009,335,919,297,4.8125,170500
48,1172,205,497,190,3.825,183000
47,1107,199,437,178,3.7344,179400
46,1217,322,662,305,3.1731,140300
47,2649,684,2374,607,2.3882,137700
46,2126,409,1292,414,2.9315,149000
45,1298,294,1064,268,3.7067,136600
40,2108,526,1922,544,3.163,137800
45,2230,364,949,344,5.5,188200
33,1923,459,1412,361,5.4359,194100
37,3107,903,3456,734,2.182,147500
37,1638,407,1341,369,3.0677,167700
36,1528,486,1824,470,2.2679,153900
35,1213,284,742,253,4.0625,159900
33,4294,1224,4512,1189,2.8304,143700
32,1254,399,1281,386,2.2976,155700
6,1047,271,740,248,3.425,193800
29,1475,349,965,370,3.3558,199600
8,3937,1404,2691,1142,2.4741,185700
17,3724,1023,2536,971,3.2649,202100
12,9975,3638,7429,3405,2.6689,192300
37,542,105,355,118,5.5133,227300
36,1342,259,706,261,4.1776,236600
36,1158,219,628,253,4.7426,242700
23,2395,498,1309,493,4.9779,224600
36,2392,444,1346,445,6.0088,245900
36,2274,411,1232,423,5.373,244500
42,725,183,493,172,3.2589,233300
31,3122,727,1885,715,3.8657,298400
34,1069,217,601,212,4.6406,255900
28,4605,1188,2558,1093,3.6988,266600
28,2948,566,1445,524,5.3743,286500
36,2223,360,1162,376,5.259,279400
35,1936,343,1008,346,5.4791,285900
36,1561,252,740,253,6.2778,309700
36,1407,231,676,231,5.269,331900
35,1818,353,853,321,5.8972,350900
34,1730,427,1008,393,3.9408,327700
33,2194,469,987,397,5.0951,318900
25,4177,832,2123,789,5.0814,446800
36,716,123,388,124,5.0254,350000
25,11016,1626,4168,1584,8.1782,500001
34,5586,674,1871,636,15.0001,500001
14,3490,592,1710,580,5.9171,333300
52,102,29,54,32,1.9875,191700
30,3214,513,1700,533,4.6944,248200
32,604,108,314,113,6.2037,205400
34,2795,460,1267,443,6.1464,354400
41,1560,374,1668,389,3.025,154300
19,9259,1653,3963,1595,5.997,228700
42,1073,220,804,226,3.75,172600
39,1470,312,1047,284,3.275,181400
45,903,190,557,204,4.0313,209100
46,1840,379,866,360,3.3056,230400
47,858,170,365,171,2.0385,225000
42,1604,326,814,329,4.4408,216000
49,1305,228,584,255,5.636,267900
45,1390,281,538,270,4.2212,293800
42,2267,478,1083,458,3.2015,250000
52,1680,238,493,211,9.042,500001
35,2245,393,783,402,4.1544,500001
39,1610,278,511,278,4.3333,385900
26,3977,1050,1720,935,3.358,364500
24,5477,1803,2863,1755,1.845,237500
18,7432,2793,3596,2270,2.8036,225000
18,4109,1301,2103,1116,2.325,250000
16,2930,1038,1648,980,2.6458,372200
47,1800,546,921,478,2.8021,280600
42,2210,643,1228,605,2.5982,315800
35,2705,785,1526,793,3.0349,266700
35,2234,689,1334,662,2.5444,236100
35,1989,634,1108,593,1.6081,288900
52,2877,721,1186,704,3.2645,175000
52,2088,388,908,375,3.8141,342000
52,1801,313,714,293,4.6838,479000
52,1003,200,514,204,3.8472,395700
52,2497,406,1030,412,4.89,500001
52,2315,356,894,345,4.1328,500001
46,1651,410,512,397,4.0179,350000
45,7803,2154,3359,2041,3.3594,287500
45,3312,880,1157,809,3.5719,500001
52,3446,1360,1768,1245,2.4722,500001
52,2837,602,1164,551,3.2411,250000
52,1368,322,617,303,5.3819,440900
48,3551,826,1601,827,3.2279,400000
48,1354,279,716,309,3.7167,385000
47,2815,679,1533,594,2.5806,234100
46,2149,451,905,443,2.8841,290800
49,1104,266,668,297,3.0856,151600
45,1839,459,1312,460,2.5625,138000
45,1579,357,713,335,2.1711,179200
41,1617,423,1110,375,2.4635,169400
36,1956,601,1672,546,1.8685,150700
44,865,208,537,183,1.9,110900
43,2122,524,1510,436,2.2273,123300
42,2043,512,1634,501,1.9928,125400
35,1438,333,794,306,1.975,138100
52,427,92,233,116,3.25,134700
34,5218,1576,3538,1371,1.5143,118800
27,3358,1069,2415,956,1.4589,87500
35,3776,733,1583,749,3.5486,332100
33,3246,601,1585,603,3.6629,353200
46,3402,503,1389,504,5.3462,270400
30,1879,226,740,266,6.431,492500
47,2183,380,927,371,4.9531,180100
45,1764,401,679,334,3.2021,222100
47,2512,461,1082,426,3.8235,207600
42,3081,680,1785,609,3.745,170800
33,1884,477,1518,449,3.1194,152800
33,1495,474,1272,447,2.0694,143500
30,1548,330,757,349,3.8056,323800
26,3832,1074,2340,904,2.6734,143400
25,1864,616,1710,575,2.2303,159400
26,2773,681,1560,631,3.1354,164300
21,2714,881,1549,853,1.2094,157500
42,1779,431,1507,380,2.8892,159800
30,2661,765,2324,724,3.0519,137500
28,4770,1328,3201,1196,2.681,147700
42,1028,278,1369,261,3.3125,144600
38,1794,508,2188,454,2.6654,142200
36,2225,601,2755,610,2.5547,150400
35,1451,435,1888,420,2.8462,149100
35,1050,252,918,236,1.7344,146900
34,617,189,810,180,1.9766,162500
33,2040,576,2649,561,2.3375,170600
31,2746,697,1973,598,3.5139,192800
26,3156,857,2394,787,3.01,191900
25,2260,692,1603,673,2.11,223300
34,2055,448,1134,408,3.825,235400
32,1660,366,928,398,4.3187,269700
31,2583,663,1675,612,3.5234,265000
29,2461,535,1236,482,4.8409,244000
28,2108,534,1485,536,4.0775,241400
26,2159,523,1331,520,3.87,264500
25,1884,554,1337,549,2.8512,272800
19,1949,559,1282,498,2.7813,231300
32,1056,225,565,231,3.9485,230000
31,981,222,734,239,4.875,232400
31,1547,344,956,287,3.4698,225000
25,3309,902,2299,837,3.0417,237000
22,1127,287,697,241,3.3971,220300
13,2887,853,2197,800,2.8777,207900
34,1740,387,1249,375,4.1552,233900
25,1769,440,1371,414,3.0833,232700
44,822,180,480,177,4.4,225800
36,1583,411,1097,350,4.0737,238200
36,1567,362,1054,386,3.2594,233900
25,1459,362,1150,354,3.35,237500
37,1420,286,886,290,4.5833,261300
34,2823,500,1429,483,5.5,279600
28,2075,463,1216,446,3.9732,281500
